Permissions,FEAT_LABEL
"['android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'com.google.android.providers.gsf.permission.READ_GSERVICES', 'android.permission.GET_TASKS', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.MANAGE_EXTERNAL_STORAGE', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.ACCESS_WIFI_STATE', 'getui.permission.GetuiService.com.palipali', 'android.permission.INTERNET', 'com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.CAMERA', 'android.permission.WAKE_LOCK', 'android.permission.VIBRATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.POST_NOTIFICATIONS', 'android.permission.READ_EXTERNAL_STORAGE']",red
"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.VIBRATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.DOWNLOAD_WITHOUT_NOTIFICATION', 'android.permission.CAMERA', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.READ_PHONE_STATE', 'android.permission.WAKE_LOCK', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.VIBRATE', 'android.permission.DISABLE_KEYGUARD', 'android.permission.RECORD_AUDIO', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.INTERNET', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.BLUETOOTH_ADMIN', 'com.qinyou.app.permission.JPUSH_MESSAGE', 'android.permission.GET_TASKS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.BLUETOOTH', 'android.permission.CAMERA', 'android.permission.WRITE_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.BROADCAST_STICKY', 'android.permission.FOREGROUND_SERVICE', 'android.permission.RECEIVE_USER_PRESENT', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.ACCESS_BACKGROUND_LOCATION']",red
"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.VIBRATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.ACCESS_NETWORK_STATE', 'com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.CAMERA', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.VIBRATE', 'android.permission.READ_PRIVILEGED_PHONE_STATE', 'android.permission.BLUETOOTH', 'android.permission.SET_WALLPAPER', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.l3cb1.la297.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION', 'android.permission.READ_MEDIA_VIDEO', 'android.permission.READ_MEDIA_IMAGES', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.READ_MEDIA_AUDIO', 'android.permission.FOREGROUND_SERVICE', 'android.permission.CAMERA', 'android.permission.RECORD_AUDIO']",red
"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.l9259.lfb39.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION', 'android.permission.READ_MEDIA_VIDEO', 'android.permission.READ_MEDIA_IMAGES', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.KILL_BACKGROUND_PROCESSES', 'android.permission.READ_MEDIA_AUDIO', 'android.permission.FOREGROUND_SERVICE', 'android.permission.CAMERA', 'android.permission.RECORD_AUDIO']",red
"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.VIBRATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.CAMERA', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.VIBRATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.VIBRATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.VIBRATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.READ_PHONE_STATE', 'com.qti.permission.PROFILER', 'android.permission.FLASHLIGHT', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.FOREGROUND_SERVICE', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.INTERNET', 'com.google.android.c2dm.permission.RECEIVE', 'com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE', 'android.permission.BLUETOOTH', 'android.permission.EXPAND_STATUS_BAR', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.CAMERA', 'android.permission.WAKE_LOCK', 'android.permission.VIBRATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO']",red
"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.VIBRATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.VIBRATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.VIBRATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.VIBRATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.VIBRATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.VIBRATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.VIBRATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.INTERNET', 'android.permission.READ_PHONE_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.QUERY_ALL_PACKAGES', 'android.permission.VIBRATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.READ_PHONE_STATE', 'android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.asus.msa.SupplementaryDID.ACCESS', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.GET_TASKS', 'android.permission.CHANGE_WIFI_MULTICAST_STATE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.CAMERA', 'android.permission.WAKE_LOCK', 'android.permission.RESTART_PACKAGES', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.READ_PHONE_STATE', 'android.permission.FLASHLIGHT', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.WRITE_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_LOGS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.GET_ACCOUNTS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.CAMERA', 'android.permission.WAKE_LOCK', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'android.permission.VIBRATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.INSTALL_PACKAGES', 'com.asus.msa.SupplementaryDID.ACCESS', 'com.vivo.notification.permission.BADGE_ICON', 'android.permission.RECEIVE_WAP_PUSH', 'android.permission.READ_EXTERNAL_STORAGE']",red
"['android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_GPS', 'android.permission.FLASHLIGHT', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.WRITE_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_BACKGROUND_LOCATION', 'com.htc.launcher.permission.READ_SETTINGS', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.MODIFY_AUDIO_SETTINGS', 'com.sonyericsson.home.permission.BROADCAST_BADGE', 'com.oppo.launcher.permission.READ_SETTINGS', 'android.permission.GET_TASKS', 'android.permission.FOREGROUND_SERVICE', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.RECEIVE_USER_PRESENT', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.USE_CREDENTIALS', 'android.permission.CHANGE_COMPONENT_ENABLED_STATE', 'android.permission.QUERY_ALL_PACKAGES', 'com.sec.android.provider.badge.permission.READ', 'android.permission.ACCESS_DOWNLOAD_MANAGER', 'android.permission.DOWNLOAD_WITHOUT_NOTIFICATION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.ACCESS_WIFI_STATE', 'com.sec.android.provider.badge.permission.WRITE', 'android.permission.ACCESS_ASSISTED_GPS', 'android.permission.INTERNET', 'android.permission.GET_ACCOUNTS', 'android.permission.REORDER_TASKS', 'com.anddoes.launcher.permission.UPDATE_COUNT', 'android.permission.READ_PRIVILEGED_PHONE_STATE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.EXPAND_STATUS_BAR', 'android.permission.BLUETOOTH', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_LOCATION', 'com.majeur.launcher.permission.UPDATE_BADGE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.SYSTEM_ALERT_WINDOW', 'com.easylive.secretchat.permission.MIPUSH_RECEIVE', 'android.permission.CAMERA', 'android.permission.WAKE_LOCK', 'com.easylive.secretchat.permission.JPUSH_MESSAGE', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'com.huawei.android.launcher.permission.WRITE_SETTINGS', 'android.permission.READ_APP_BADGE', 'com.oppo.launcher.permission.WRITE_SETTINGS', 'android.permission.VIBRATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.htc.launcher.permission.UPDATE_SHORTCUT', 'com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'com.huawei.android.launcher.permission.READ_SETTINGS', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.DISABLE_KEYGUARD']",red
"['android.permission.READ_PHONE_STATE', 'android.permission.FLASHLIGHT', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.WRITE_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_BACKGROUND_LOCATION', 'freemme.permission.msa', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.MODIFY_AUDIO_SETTINGS', 'getui.permission.GetuiService.com.bdpfoy.cljztk', 'android.permission.CALL_PHONE', 'android.permission.GET_TASKS', 'com.bdpfoy.cljztk.permission.MIPUSH_RECEIVE', 'android.permission.FOREGROUND_SERVICE', 'android.permission.CHANGE_NETWORK_STATE', 'com.bdpfoy.cljztk.permission.RECEIVE_MSG', 'android.permission.SYSTEM_OVERLAY_WINDOW', 'com.bdpfoy.cljztk.permission.PUSH_PROVIDER', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.QUERY_ALL_PACKAGES', 'com.meizu.flyme.push.permission.RECEIVE', 'android.permission.READ_LOGS', 'com.bdpfoy.cljztk.permission.JPUSH_MESSAGE', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.CHANGE_WIFI_STATE', 'com.coloros.mcs.permission.RECIEVE_MCS_MESSAGE', 'android.permission.BLUETOOTH', 'org.simalliance.openmobileapi.SMARTCARD', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.SCHEDULE_EXACT_ALARM', 'android.permission.WAKE_LOCK', 'android.permission.CAMERA', 'com.bdpfoy.cljztk.permission.PROCESS_PUSH_MSG', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'com.heytap.mcs.permission.RECIEVE_MCS_MESSAGE', 'com.huawei.appmarket.service.commondata.permission.GET_COMMON_DATA', 'android.permission.VIBRATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.asus.msa.SupplementaryDID.ACCESS', 'com.bdpfoy.cljztk.permission.C2D_MESSAGE', 'com.vivo.notification.permission.BADGE_ICON', 'android.permission.INTERACT_ACROSS_USERS', 'com.meizu.c2dm.permission.RECEIVE', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'com.bdpfoy.cljztk.push.permission.MESSAGE', 'android.permission.DISABLE_KEYGUARD']",red
"['android.permission.INTERNET', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.ACCESS_NETWORK_STATE']",red
"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.FLASHLIGHT', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.CAMERA', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.FLASHLIGHT', 'android.permission.VIBRATE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.CAMERA', 'android.permission.WAKE_LOCK', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'com.t52ac7c53fa.e958878c00.ba8d78fa74fc.i6345134112.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.MODIFY_AUDIO_SETTINGS', 'com.sonyericsson.home.permission.BROADCAST_BADGE', 'android.permission.GET_TASKS', 'android.permission.FOREGROUND_SERVICE', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.SYSTEM_OVERLAY_WINDOW', 'android.permission.RECEIVE_USER_PRESENT', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.MANAGE_EXTERNAL_STORAGE', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_MOCK_LOCATION', 'android.permission.INTERNET', 'com.huawei.android.launcher.permission.CHANGE_BADGE ', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.WRITE_CALENDAR', 'android.permission.CAMERA', 'android.permission.PERMISSIONS_STORAGE', 'android.permission.WAKE_LOCK', 'com.sonyericsson.home.action.UPDATE_BADGE', 'android.permission.VIBRATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'android.permission.READ_CALENDAR', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'com.google.android.gms.permission.AD_ID']",red
"['android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.MODIFY_AUDIO_SETTINGS', 'com.sonyericsson.home.permission.BROADCAST_BADGE', 'android.permission.GET_TASKS', 'android.permission.FOREGROUND_SERVICE', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.SYSTEM_OVERLAY_WINDOW', 'android.permission.RECEIVE_USER_PRESENT', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.MANAGE_EXTERNAL_STORAGE', 'com.ke5dbd4479.lb3fddab09.r1a68cce7c.h8960809df81.DYNAMIC_RECEIVER_NOT_EXPORTED_PERMISSION', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_MOCK_LOCATION', 'android.permission.INTERNET', 'com.huawei.android.launcher.permission.CHANGE_BADGE ', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.WRITE_CALENDAR', 'android.permission.CAMERA', 'android.permission.PERMISSIONS_STORAGE', 'android.permission.WAKE_LOCK', 'com.sonyericsson.home.action.UPDATE_BADGE', 'android.permission.VIBRATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'android.permission.READ_CALENDAR', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'com.google.android.gms.permission.AD_ID']",red
"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE']",red
"['android.permission.INTERNET', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.ACCESS_NETWORK_STATE']",red
"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.MANAGE_EXTERNAL_STORAGE', 'android.permission.READ_EXTERNAL_STORAGE']",red
"['android.permission.READ_PHONE_STATE', 'android.permission.WRITE_SETTINGS', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.MODIFY_AUDIO_SETTINGS', 'com.sonyericsson.home.permission.BROADCAST_BADGE', 'android.permission.GET_TASKS', 'android.permission.FOREGROUND_SERVICE', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.SYSTEM_OVERLAY_WINDOW', 'android.permission.RECEIVE_USER_PRESENT', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.ACCESS_LOCATION_EXTRA_COMMANDS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.ACCESS_MOCK_LOCATION', 'com.huawei.android.launcher.permission.CHANGE_BADGE ', 'com.google.android.finsky.permission.BIND_GET_INSTALL_REFERRER_SERVICE', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.BLUETOOTH', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.SYSTEM_ALERT_WINDOW', 'android.permission.WRITE_CALENDAR', 'android.permission.CAMERA', 'android.permission.PERMISSIONS_STORAGE', 'android.permission.WAKE_LOCK', 'com.sonyericsson.home.action.UPDATE_BADGE', 'android.permission.VIBRATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'com.sonymobile.home.permission.PROVIDER_INSERT_BADGE', 'android.permission.READ_CALENDAR', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO']",red
"['android.permission.INTERNET', 'android.permission.ACCESS_NETWORK_STATE']",red
"['android.permission.READ_PHONE_STATE', 'android.permission.FLASHLIGHT', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.WRITE_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.CHANGE_NETWORK_STATE', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_LOGS', 'android.permission.ACCESS_WIFI_STATE', 'android.permission.INTERNET', 'android.permission.GET_ACCOUNTS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.CAMERA', 'android.permission.WAKE_LOCK', 'com.huawei.android.launcher.permission.CHANGE_BADGE', 'android.permission.VIBRATE', 'android.permission.REQUEST_INSTALL_PACKAGES', 'android.permission.INSTALL_PACKAGES', 'com.asus.msa.SupplementaryDID.ACCESS', 'com.vivo.notification.permission.BADGE_ICON', 'android.permission.READ_EXTERNAL_STORAGE']",red
"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'android.permission.READ_PHONE_STATE', 'android.permission.GET_ACCOUNTS', 'android.permission.WRITE_SETTINGS', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.MOUNT_UNMOUNT_FILESYSTEMS', 'android.permission.CHANGE_WIFI_STATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.READ_CONTACTS', 'android.permission.WAKE_LOCK', 'android.permission.CAMERA', 'android.permission.READ_PROFILE', 'android.permission.ACCESS_WIFI_STATE']",red
"['android.permission.BLUETOOTH', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.INTERNET']",red
"['android.permission.INTERNET', 'android.permission.WRITE_EXTERNAL_STORAGE', 'com.google.android.c2dm.permission.RECEIVE', 'android.permission.ACCESS_NETWORK_STATE', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.MODIFY_AUDIO_SETTINGS', 'android.permission.RECEIVE_BOOT_COMPLETED', 'android.permission.ACCESS_COARSE_LOCATION', 'android.permission.READ_EXTERNAL_STORAGE', 'android.permission.RECORD_AUDIO', 'android.permission.CAMERA', 'android.permission.WAKE_LOCK']",red
"['android.permission.INTERNET', 'android.permission.ACCESS_FINE_LOCATION', 'android.permission.READ_PHONE_STATE', 'android.permission.ACCESS_NETWORK_STATE']",red
